Timestamp,Weighted_Price
2012-04-12,4.843435406215789
2012-04-13,4.896836595095554
2012-04-14,4.976230279496297
2012-04-15,4.957076090463636
2012-04-16,4.96047619047619
2012-04-17,4.986875
2012-04-18,5.094581699635896
2012-04-19,5.127226817267647
2012-04-20,5.179224536312501
2012-04-21,5.291922534568181
2012-04-22,5.2100387899
2012-04-23,5.159206013681252
2012-04-24,5.089392589964518
2012-04-25,5.041202056590697
2012-04-26,5.030816926784374
2012-04-27,5.025541801600002
2012-04-28,4.948282867594444
2012-04-29,4.902995542028571
2012-04-30,4.950281606237037
2012-05-01,4.967961824393331
2012-05-02,5.08419201134
2012-05-03,5.105032944464515
2012-05-04,5.105194483023406
2012-05-05,5.065191399914286
2012-05-06,5.062596987210345
2012-05-07,5.03562526256905
2012-05-08,5.044669705235295
2012-05-09,5.041008901744829
2012-05-10,4.991689537736361
2012-05-11,4.927250876036002
2012-05-12,4.945
2012-05-13,4.9433333333333325
2012-05-14,4.926104911291667
2012-05-15,4.962499999999999
2012-05-16,5.017194941556251
2012-05-17,5.022990033096153
2012-05-18,5.049977029252941
2012-05-19,5.064166666666666
2012-05-20,5.05
2012-05-21,5.0484842577523805
2012-05-22,5.051258218641666
2012-05-23,5.070078712188001
2012-05-24,5.0913536225411775
2012-05-25,5.089375000000001
2012-05-26,5.077692307692308
2012-05-27,5.050792766022222
2012-05-28,5.077857142857141
2012-05-29,5.063576827860815
2012-05-30,5.113079997282856
2012-05-31,5.1365708110979575
2012-06-01,5.20599539841
2012-06-02,5.1899999999999995
2012-06-03,5.193320086687501
2012-06-04,5.188722390130956
2012-06-05,5.356036192552383
2012-06-06,5.419216381598302
2012-06-07,5.462558787839287
2012-06-08,5.586665193755771
2012-06-09,5.567592877320834
2012-06-10,5.487061504770588
2012-06-11,5.49961740499697
2012-06-12,5.803756465251054
2012-06-13,5.8915386617352405
2012-06-14,5.8427788073603475
2012-06-15,5.9134438926333335
2012-06-16,6.398630870741268
2012-06-17,6.272997119149229
2012-06-18,6.160980842855387
2012-06-19,6.396294048322223
2012-06-20,6.5399417770714265
2012-06-21,6.657400980369442
2012-06-22,6.598596523589191
2012-06-23,6.494622018104347
2012-06-24,6.384365519594737
2012-06-25,6.24049745683333
2012-06-26,6.344247736120514
2012-06-27,6.525389789205143
2012-06-28,6.384516551589842
2012-06-29,6.557282505852942
2012-06-30,6.57027606549412
2012-07-01,6.568665923334615
2012-07-02,6.607437632111112
2012-07-03,6.562090555570791
2012-07-04,6.495970786994522
2012-07-05,6.622069740755714
2012-07-06,6.5496223722060005
2012-07-07,6.6696489400581065
2012-07-08,6.6765959776490895
2012-07-09,6.80987377324494
2012-07-10,7.035563261024297
2012-07-11,7.107861852432143
2012-07-12,7.192802051617647
2012-07-13,7.588703539548937
2012-07-14,7.52844459319762
2012-07-15,7.496622779385185
2012-07-16,7.68554926055102
2012-07-17,8.248090183756778
2012-07-18,8.810920417472714
2012-07-19,9.044016570401892
2012-07-20,8.226315533812297
2012-07-21,8.716800962495194
2012-07-22,8.635233850418917
2012-07-23,8.623770541267998
2012-07-24,8.59430963004624
2012-07-25,8.481570695308534
2012-07-26,8.621949572094115
2012-07-27,8.849249283254712
2012-07-28,8.891124615253124
2012-07-29,8.736309195422223
2012-07-30,8.776974279934691
2012-07-31,9.199745737432941
2012-08-01,9.3525536232055
2012-08-02,9.687771690878101
2012-08-03,10.740892757976379
2012-08-04,10.912196834900001
2012-08-05,10.475817334361704
2012-08-06,10.779617035931814
2012-08-07,10.785514532321839
2012-08-08,10.887322073106192
2012-08-09,11.231226293304971
2012-08-10,11.177865358169992
2012-08-11,11.321710770461538
2012-08-12,11.458883619270267
2012-08-13,11.667088191716541
2012-08-14,12.027636343612897
2012-08-15,12.54788075610448
2012-08-16,13.325146148913069
2012-08-17,14.181339029388107
2012-08-18,11.841461567607407
2012-08-19,9.260435131779811
2012-08-20,9.247931480158277
2012-08-21,10.15546376300657
2012-08-22,10.17025966831633
2012-08-23,9.997308178352498
2012-08-24,10.11754753069316
2012-08-25,10.403661134934781
2012-08-26,10.511683479368415
2012-08-27,11.291136283406779
2012-08-28,10.946593870759557
2012-08-29,10.829016097784717
2012-08-30,10.750705151745455
2012-08-31,10.346418775135758
2012-09-01,10.01529679466129
2012-09-02,9.963247868596715
2012-09-03,10.23295653804201
2012-09-04,10.31723812630392
2012-09-05,10.473044015340653
2012-09-06,10.863209638445783
2012-09-07,11.014452915521355
2012-09-08,10.873784493032261
2012-09-09,10.920702610349204
2012-09-10,10.90479885749153
2012-09-11,10.887588795310048
2012-09-12,11.032263086802526
2012-09-13,11.23075027666038
2012-09-14,11.421603376389996
2012-09-15,11.566979353904765
2012-09-16,11.64600840551136
2012-09-17,11.74990485691935
2012-09-18,11.872647486174326
2012-09-19,12.309612658798084
2012-09-20,12.432303596440008
2012-09-21,12.191508362115695
2012-09-22,12.086269472358971
2012-09-23,11.916645927828295
2012-09-24,11.883397582193972
2012-09-25,11.8894497135838
2012-09-26,11.99921294731411
2012-09-27,12.117398208969
2012-09-28,12.111030625047624
2012-09-29,12.214336000925385
2012-09-30,12.191483677181816
2012-10-01,12.113980524600017
2012-10-02,12.398647191400007
2012-10-03,12.758224867911101
2012-10-04,12.738903375689015
2012-10-05,12.470259031182653
2012-10-06,12.390459454288644
2012-10-07,11.958112975190474
2012-10-08,11.082982533996036
2012-10-09,11.922079247394738
2012-10-10,11.98173728796522
2012-10-11,11.875190511523266
2012-10-12,11.99794110203261
2012-10-13,11.917870616405406
2012-10-14,11.843349819047617
2012-10-15,11.515769151293025
2012-10-16,11.65799971433333
2012-10-17,11.725440812829788
2012-10-18,11.789466342187508
2012-10-19,11.70650470184716
2012-10-20,11.61464155192424
2012-10-21,11.468494392070173
2012-10-22,11.480045421179693
2012-10-23,11.547511298532388
2012-10-24,11.400309795925937
2012-10-25,10.999885768031486
2012-10-26,10.23376950594855
2012-10-27,10.236638100811367
2012-10-28,10.521645805477275
2012-10-29,10.62928031158861
2012-10-30,10.70110339250283
2012-10-31,10.826328181340319
2012-11-01,10.924566418079648
2012-11-02,10.72082080167369
2012-11-03,10.579144958574817
2012-11-04,10.523601420896004
2012-11-05,10.666534097148933
2012-11-06,10.670879999125832
2012-11-07,10.715244253560666
2012-11-08,10.60893706186623
2012-11-09,10.791327186556687
2012-11-10,10.783541610254545
2012-11-11,10.750779675765958
2012-11-12,10.844783307383926
2012-11-13,10.89941496222034
2012-11-14,10.904606175144735
2012-11-15,10.96776515468334
2012-11-16,11.206910646290748
2012-11-17,11.528034449896557
2012-11-18,11.546522626836069
2012-11-19,11.487373240455037
2012-11-20,11.607169055806267
2012-11-21,11.578547932351158
2012-11-22,11.812015212926632
2012-11-23,12.037931265298383
2012-11-24,12.170092348114288
2012-11-25,12.293074484506333
2012-11-26,12.255183518506584
2012-11-27,12.02773481271538
2012-11-28,12.174468771415267
2012-11-29,12.318351923517858
2012-11-30,12.36780801136365
2012-12-01,12.400915286550001
2012-12-02,12.39072510634921
2012-12-03,12.452016470395527
2012-12-04,12.711616593385603
2012-12-05,13.120295160305556
2012-12-06,13.336975134120893
2012-12-07,13.349055617550011
2012-12-08,13.346861429086957
2012-12-09,13.235927302416655
2012-12-10,13.280852346828953
2012-12-11,13.327084602470597
2012-12-12,13.39433694096628
2012-12-13,13.421430500364549
2012-12-14,13.606684147119557
2012-12-15,13.371849724632646
2012-12-16,13.343715079192977
2012-12-17,13.083186532777779
2012-12-18,13.066363703458823
2012-12-19,13.20461356217791
2012-12-20,13.324309687592928
2012-12-21,13.308969852117643
2012-12-22,13.237172882035713
2012-12-23,13.156910782759999
2012-12-24,13.128006334306669
2012-12-25,13.161517484803577
2012-12-26,13.117127009789465
2012-12-27,13.098514126045165
2012-12-28,13.167549841374207
2012-12-29,13.217500000000008
2012-12-30,13.216033852719296
2012-12-31,13.196512992396398
2013-01-01,13.07309925582353
2013-01-02,13.121748080393937
2013-01-03,13.147361509614177
2013-01-04,13.154518186536022
2013-01-05,13.13949588750001
2013-01-06,13.10560951378947
2013-01-07,13.157760792855425
2013-01-08,13.327079372787843
2013-01-09,13.464341625274702
2013-01-10,13.779592797795333
2013-01-11,13.97056889244444
2013-01-12,13.973431726270588
2013-01-13,13.777941439236848
2013-01-14,13.92362252958599
2013-01-15,14.129787132926701
2013-01-16,14.400227881619637
2013-01-17,15.008464585346147
2013-01-18,15.482781061073332
2013-01-19,15.435258029383725
2013-01-20,15.530278491556816
2013-01-21,16.23919113663493
2013-01-22,17.127844745781083
2013-01-23,17.272787536819862
2013-01-24,17.914308166649985
2013-01-25,17.117143342042727
2013-01-26,17.076923317435117
2013-01-27,17.462413035419992
2013-01-28,18.048152132554993
2013-01-29,19.175100560389623
2013-01-30,19.189745670940002
2013-01-31,20.230478439333332
2013-02-01,20.565553967022986
2013-02-02,19.838095461157305
2013-02-03,20.163456846036357
2013-02-04,20.393862906149128
2013-02-05,20.39324437252381
2013-02-06,20.78953421410128
2013-02-07,21.34698616338823
2013-02-08,22.285542561104922
2013-02-09,22.889595861445255
2013-02-10,23.330170564153825
2013-02-11,23.65464891888887
2013-02-12,25.001443982232853
2013-02-13,25.549137680325327
2013-02-14,25.803475023608687
2013-02-15,27.157879545444985
2013-02-16,27.2382248222814
2013-02-17,26.661967002369273
2013-02-18,26.735107539109077
2013-02-19,28.184052009586463
2013-02-20,29.68506839777774
2013-02-21,29.901463658327764
2013-02-22,30.602213441407194
2013-02-23,29.03438304278455
2013-02-24,29.75212549035976
2013-02-25,30.159008588290114
2013-02-26,31.067403809269372
2013-02-27,31.2670100609053
2013-02-28,33.37984566993889
2013-03-01,34.13246101189785
2013-03-02,34.15819655571428
2013-03-03,34.158861156399986
2013-03-04,35.588251106505815
2013-03-05,39.72658391517358
2013-03-06,46.34536393617808
2013-03-07,41.96996575322251
2013-03-08,43.03989749952901
2013-03-09,44.61763457177644
2013-03-10,46.28755914460498
2013-03-11,47.44088411476228
2013-03-12,44.30228900832533
2013-03-13,46.22939937123764
2013-03-14,47.36082563895725
2013-03-15,47.11043259971928
2013-03-16,46.7831659781871
2013-03-17,46.98465675645029
2013-03-18,47.78570547412995
2013-03-19,55.08643222018013
2013-03-20,62.47921739061078
2013-03-21,70.28545457149846
2013-03-22,71.42059562797589
2013-03-23,63.72789729597439
2013-03-24,68.61874579028715
2013-03-25,73.55523280107376
2013-03-26,79.05730191491442
2013-03-27,86.75795428189616
2013-03-28,92.1088362449875
2013-03-29,90.29018257125699
2013-03-30,92.4718041535954
2013-03-31,94.12284450212213
2013-04-01,100.41489521803594
2013-04-02,109.4694863827955
2013-04-03,130.95468728784286
2013-04-04,132.97382748491418
2013-04-05,139.46823902052105
2013-04-06,142.08116265287654
2013-04-07,153.4195719395022
2013-04-08,182.56032858151738
2013-04-09,211.41548386512122
2013-04-10,207.06479544402904
2013-04-11,124.66616755192251
2013-04-12,77.31374264678564
2013-04-13,103.40068939323156
2013-04-14,95.97060673523023
2013-04-15,90.61443563250404
2013-04-16,65.47475030134936
2013-04-17,81.96189438833875
2013-04-18,94.52608170189909
2013-04-19,117.07468137183488
2013-04-20,121.64526324352575
2013-04-21,120.79445674237171
2013-04-22,120.83071848192557
2013-04-23,129.55207130806494
2013-04-24,146.41457726168832
2013-04-25,150.38656672127226
2013-04-26,134.66959151377145
2013-04-27,134.0783130308481
2013-04-28,133.35673431413704
2013-04-29,140.57227312791665
2013-04-30,141.6140156888619
2013-05-01,128.5220747907083
2013-05-02,112.26597834351749
2013-05-03,94.05258676361599
2013-05-04,104.43963797527826
2013-05-05,114.31711664590571
2013-05-06,118.76483723965987
2013-05-07,107.7943155868182
2013-05-08,113.08229225758735
2013-05-09,111.6339464129293
2013-05-10,116.10643065768205
2013-05-11,116.03949981397285
2013-05-12,115.43591871809578
2013-05-13,116.2009084994225
2013-05-14,115.75196368482094
2013-05-15,109.67778061777938
2013-05-16,110.87186680798604
2013-05-17,114.83510403590148
2013-05-18,117.63664529986501
2013-05-19,117.90182232589973
2013-05-20,117.63770055219211
2013-05-21,117.83379648300138
2013-05-22,118.516270491475
2013-05-23,120.53929507505349
2013-05-24,125.84546326465458
2013-05-25,128.6924335438467
2013-05-26,129.41892782597498
2013-05-27,129.35692412239428
2013-05-28,125.92504661598281
2013-05-29,127.60702485743325
2013-05-30,129.32892492699506
2013-05-31,127.79911624813889
2013-06-01,128.278399263262
2013-06-02,123.30825862730737
2013-06-03,120.1622776387348
2013-06-04,121.66771123094107
2013-06-05,120.72273427795085
2013-06-06,120.14550914702201
2013-06-07,113.95926097308063
2013-06-08,109.60781935493095
2013-06-09,99.39906288199695
2013-06-10,102.5716856784497
2013-06-11,106.19270826273154
2013-06-12,107.92812368860486
2013-06-13,106.07273171946095
2013-06-14,100.32195388306118
2013-06-15,99.87629968953362
2013-06-16,99.94909300423657
2013-06-17,100.15254121430284
2013-06-18,104.4927268177071
2013-06-19,105.5488442564957
2013-06-20,106.0203006937567
2013-06-21,101.72862464171753
2013-06-22,100.5316568477301
2013-06-23,99.97485398485307
2013-06-24,98.8786183904145
2013-06-25,99.49129448903388
2013-06-26,98.57066376707893
2013-06-27,97.93029984684127
2013-06-28,91.66111771510033
2013-06-29,89.57389925564112
2013-06-30,89.09129346812085
2013-07-01,86.75621381022746
2013-07-02,86.14394169119332
2013-07-03,84.35316147573884
2013-07-04,77.835620617748
2013-07-05,72.0318303857571
2013-07-06,67.05685500785277
2013-07-07,67.83868202720066
2013-07-08,74.06340633985734
2013-07-09,73.70773654826041
2013-07-10,78.22420071133679
2013-07-11,86.084371310255
2013-07-12,92.33787231092509
2013-07-13,89.4080788228254
2013-07-14,91.80153313831997
2013-07-15,92.48427979952788
2013-07-16,92.60486596352602
2013-07-17,91.23002406369723
2013-07-18,83.81155978138473
2013-07-19,84.81905724065075
2013-07-20,86.23475608767376
2013-07-21,85.25760294258357
2013-07-22,86.08180219719328
2013-07-23,86.57438485580603
2013-07-24,87.48576596817045
2013-07-25,89.2100067544251
2013-07-26,90.24781596074104
2013-07-27,88.87065857193083
2013-07-28,89.90837184750896
2013-07-29,92.7077661379648
2013-07-30,94.29181251152296
2013-07-31,98.92372688636868
2013-08-01,97.29957491482342
2013-08-02,96.88013644269843
2013-08-03,95.90904401710607
2013-08-04,96.21513222015291
2013-08-05,97.60467049409864
2013-08-06,98.06236088822943
2013-08-07,97.61684360148878
2013-08-08,95.07566515818321
2013-08-09,93.46015313725943
2013-08-10,93.11680553973237
2013-08-11,93.84313539742864
2013-08-12,94.1522613995312
2013-08-13,96.0607534560893
2013-08-14,99.03029734865716
2013-08-15,98.72262958023961
2013-08-16,97.93717275693302
2013-08-17,98.46699908428954
2013-08-18,99.05508967608162
2013-08-19,102.0504542973147
2013-08-20,103.84345431669966
2013-08-21,107.75128841318227
2013-08-22,111.51344249752044
2013-08-23,108.05756800769912
2013-08-24,108.52419922667929
2013-08-25,111.17266081321715
2013-08-26,112.19146448189211
2013-08-27,116.96219459835658
2013-08-28,118.45608982027787
2013-08-29,118.63982908197421
2013-08-30,121.43060010200001
2013-08-31,128.4690702787543
2013-09-01,130.20122067867845
2013-09-02,130.66019610683992
2013-09-03,129.6792918305478
2013-09-04,126.96542746583262
2013-09-05,121.60187160282806
2013-09-06,121.25625232655096
2013-09-07,118.76252368805005
2013-09-08,118.76511000104732
2013-09-09,119.52759962679814
2013-09-10,122.72692690145705
2013-09-11,123.08489379398408
2013-09-12,126.8719753915123
2013-09-13,127.63822319944677
2013-09-14,126.14854136265932
2013-09-15,124.7672546275078
2013-09-16,125.89887921915899
2013-09-17,126.77719349076159
2013-09-18,127.37764933503436
2013-09-19,125.9285809146694
2013-09-20,124.00890061551019
2013-09-21,123.28387668136352
2013-09-22,123.02225660492233
2013-09-23,123.1766355270065
2013-09-24,122.89136891813743
2013-09-25,124.29187881281189
2013-09-26,124.24295258127941
2013-09-27,125.68357310764611
2013-09-28,126.49022081650764
2013-09-29,127.47402803794196
2013-09-30,126.14960563982207
2013-10-01,127.11460561988196
2013-10-02,119.57569924564872
2013-10-03,111.83379391692166
2013-10-04,120.9214849625915
2013-10-05,121.55725771205839
2013-10-06,121.79982350859034
2013-10-07,123.21964037775233
2013-10-08,123.77355678374997
2013-10-09,125.16417636500468
2013-10-10,125.94521378554644
2013-10-11,126.73282546927805
2013-10-12,127.42655677063263
2013-10-13,129.13562483469076
2013-10-14,135.22247237266416
2013-10-15,137.19596380246296
2013-10-16,143.59622152025526
2013-10-17,141.73362543915093
2013-10-18,147.62774114007004
2013-10-19,161.58647001330576
2013-10-20,165.4185290736776
2013-10-21,173.89826560800662
2013-10-22,189.01618447114507
2013-10-23,195.36907476794278
2013-10-24,193.08294905793434
2013-10-25,181.37353612196588
2013-10-26,181.86760883744353
2013-10-27,187.42734303160447
2013-10-28,194.96951640561565
2013-10-29,199.18272031730308
2013-10-30,202.2194195526741
2013-10-31,200.80980236715345
2013-11-01,202.78817459334272
2013-11-02,204.224980464739
2013-11-03,206.0828262890607
2013-11-04,217.56834763909671
2013-11-05,236.12561655350183
2013-11-06,255.23160911105586
2013-11-07,283.16836312556836
2013-11-08,314.5135579686249
2013-11-09,342.767137673884
2013-11-10,304.52006921059774
2013-11-11,332.0444592562997
2013-11-12,349.68372023505896
2013-11-13,378.25488731269485
2013-11-14,410.2829808968447
2013-11-15,419.96204282503936
2013-11-16,431.62211023022223
2013-11-17,458.85324057553214
2013-11-18,536.8088248075613
2013-11-19,620.5784812831283
2013-11-20,539.7017145956299
2013-11-21,656.9830293073952
2013-11-22,740.3852785876104
2013-11-23,834.3670151675223
2013-11-24,804.0320226751156
2013-11-25,811.5104820044605
2013-11-26,843.7796220381489
2013-11-27,926.1754515304418
2013-11-28,990.5869740696561
2013-11-29,1059.8018359283571
2013-11-30,1137.7630898451728
2013-12-01,1017.485921682724
2013-12-02,1012.625147513578
2013-12-03,1048.2971794859855
2013-12-04,1094.9679607064925
2013-12-05,1040.8929258980509
2013-12-06,945.859651353746
2013-12-07,724.9194488122793
2013-12-08,730.0826574569385
2013-12-09,864.3252139297693
2013-12-10,938.3442077078762
2013-12-11,908.0493751463177
2013-12-12,865.4650062469386
2013-12-13,882.7602122342578
2013-12-14,862.3830983156502
2013-12-15,840.6396370960194
2013-12-16,785.2707489731055
2013-12-17,686.6156009924308
2013-12-18,562.0831246567062
2013-12-19,615.0327572187805
2013-12-20,671.5474956659041
2013-12-21,606.7941129591054
2013-12-22,625.9042363995958
2013-12-23,635.4696705818366
2013-12-24,650.4801753334343
2013-12-25,658.7347454082
2013-12-26,716.3269433927259
2013-12-27,727.959406314532
2013-12-28,721.1338040641479
2013-12-29,715.5281205480655
2013-12-30,733.6560127499918
2013-12-31,728.728912148718
2014-01-01,745.3022835484231
2014-01-02,757.8293393504099
2014-01-03,796.7247604782968
2014-01-04,811.281011021777
2014-01-05,867.8307954830228
2014-01-06,938.2668169391143
2014-01-07,885.6486565753937
2014-01-08,814.7261908723227
2014-01-09,821.4768356147005
2014-01-10,824.5829231929214
2014-01-11,878.6550502129478
2014-01-12,863.6508174436918
2014-01-13,818.0244942617769
2014-01-14,822.9749567763077
2014-01-15,835.0645725273588
2014-01-16,833.0675566349987
2014-01-17,800.3965244933755
2014-01-18,807.8320352185733
2014-01-19,816.2591745427699
2014-01-20,831.9286600018202
2014-01-21,822.143042753144
2014-01-22,816.7382973609825
2014-01-23,813.9521707856876
2014-01-24,788.4669287206672
2014-01-25,797.0331379423307
2014-01-26,814.0300913371333
2014-01-27,798.1390332410413
2014-01-28,778.5882142883296
2014-01-29,794.3618304738501
2014-01-30,791.7568311739353
2014-01-31,801.9045488760901
2014-02-01,812.479450764184
2014-02-02,818.058049004721
2014-02-03,809.2335974138696
2014-02-04,804.8055314647589
2014-02-05,801.6408530542662
2014-02-06,779.804548818282
2014-02-07,720.709905183239
2014-02-08,705.1702313132384
2014-02-09,694.3738613114973
2014-02-10,671.6454660406674
2014-02-11,688.2763319762984
2014-02-12,661.5993597358732
2014-02-13,641.8988793232484
2014-02-14,630.616337069581
2014-02-15,652.1472162992844
2014-02-16,635.6935735503291
2014-02-17,633.973767301384
2014-02-18,631.0468708257227
2014-02-19,626.8182020469059
2014-02-20,598.9394154900447
2014-02-21,567.7636123956445
2014-02-22,583.6586685823396
2014-02-23,621.4556581673372
2014-02-24,567.7354189870248
2014-02-25,499.07450976634806
2014-02-26,575.0887891892388
2014-02-27,583.9970524093444
2014-02-28,570.5369926595953
2014-03-01,562.3369960598768
2014-03-02,563.3675210533188
2014-03-03,609.7702866696543
2014-03-04,679.7002571188498
2014-03-05,665.5702452201964
2014-03-06,665.2029977200783
2014-03-07,642.7092981360299
2014-03-08,621.4135246132107
2014-03-09,631.5741733479827
2014-03-10,629.3516798826787
2014-03-11,627.0207425572403
2014-03-12,639.2534184464249
2014-03-13,642.7586946242504
2014-03-14,635.3297582905419
2014-03-15,633.4088642776895
2014-03-16,633.9149593363006
2014-03-17,626.0046215061443
2014-03-18,613.7672022814946
2014-03-19,613.6557655518332
2014-03-20,595.5329065874207
2014-03-21,581.720099477796
2014-03-22,561.952561897848
2014-03-23,564.0943469030868
2014-03-24,565.0836267289699
2014-03-25,578.0753310557964
2014-03-26,580.5978474931247
2014-03-27,541.5084247537181
2014-03-28,502.6775289336548
2014-03-29,499.35175016555297
2014-03-30,467.3055213614927
2014-03-31,456.08557457938116
2014-04-01,476.05663340290283
2014-04-02,464.40922857973936
2014-04-03,435.1417396655086
2014-04-04,444.86213981738103
2014-04-05,452.01187319468124
2014-04-06,458.3197855052193
2014-04-07,454.7159459126228
2014-04-08,453.1708629218047
2014-04-09,448.0632012558854
2014-04-10,406.3350036122073
2014-04-11,403.7644169019976
2014-04-12,426.56294778505054
2014-04-13,415.2001851613716
2014-04-14,450.3249236342447
2014-04-15,489.1228775279817
2014-04-16,518.5967838752373
2014-04-17,505.7783607302561
2014-04-18,487.31951594074377
2014-04-19,494.4972613664154
2014-04-20,504.5547176650304
2014-04-21,501.7745144711492
2014-04-22,495.1011158786676
2014-04-23,490.0607362020371
2014-04-24,489.8035635501775
2014-04-25,463.7979922031906
2014-04-26,458.6004303949266
2014-04-27,450.91369504318754
2014-04-28,438.25714089379005
2014-04-29,445.41362606465276
2014-04-30,445.66197232984666
2014-05-01,456.539573600228
2014-05-02,451.37525614880275
2014-05-03,441.73831162413654
2014-05-04,436.198773027369
2014-05-05,432.68456143421344
2014-05-06,428.9421266156654
2014-05-07,439.46896145662635
2014-05-08,444.403531299933
2014-05-09,448.1706122800114
2014-05-10,453.2414677197234
2014-05-11,443.5373297603182
2014-05-12,439.8145801518472
2014-05-13,438.5659463304914
2014-05-14,443.7092394620817
2014-05-15,448.6997157769104
2014-05-16,448.30453665101925
2014-05-17,449.25759371957685
2014-05-18,447.78770480087695
2014-05-19,446.7568898036201
2014-05-20,470.4523962657156
2014-05-21,494.6469170793034
2014-05-22,512.9736587049521
2014-05-23,531.361494634407
2014-05-24,522.2145424989308
2014-05-25,564.4824909450497
2014-05-26,582.6572002628633
2014-05-27,574.6692883289998
2014-05-28,574.5285940763919
2014-05-29,569.4805655913154
2014-05-30,599.9502348396567
2014-05-31,621.8122340062873
2014-06-01,646.9156818905166
2014-06-02,638.1286246097171
2014-06-03,666.4350177053291
2014-06-04,642.7320226191043
2014-06-05,654.4798019812347
2014-06-06,656.9396803969798
2014-06-07,651.867734881626
2014-06-08,655.5072230946405
2014-06-09,649.2098564562588
2014-06-10,649.8772483468986
2014-06-11,638.0825308963318
2014-06-12,615.0012241690881
2014-06-13,589.7634321612767
2014-06-14,569.5367726603079
2014-06-15,565.6481651679118
2014-06-16,596.9648255100706
2014-06-17,596.0596417942597
2014-06-18,608.3900676610992
2014-06-19,604.9851913997529
2014-06-20,591.76909928839
2014-06-21,589.3397291964833
2014-06-22,598.962208415986
2014-06-23,589.602405259954
2014-06-24,585.3131277031747
2014-06-25,567.8672532141526
2014-06-26,569.470687698136
2014-06-27,584.8373260482117
2014-06-28,597.02441828869
2014-06-29,595.7158859736778
2014-06-30,623.8850455264156
2014-07-01,648.6118993362506
2014-07-02,647.478871726522
2014-07-03,646.6918858482297
2014-07-04,635.9768783602138
2014-07-05,630.0469331735162
2014-07-06,633.0452773812583
2014-07-07,626.1659438177005
2014-07-08,622.697527548948
2014-07-09,623.1787311230504
2014-07-10,616.9053632316732
2014-07-11,625.4092608437192
2014-07-12,634.0003167978685
2014-07-13,632.7125457808066
2014-07-14,623.3291373771642
2014-07-15,622.4934028056819
2014-07-16,619.261524982786
2014-07-17,619.5575142885199
2014-07-18,625.4779329014218
2014-07-19,629.22701301103
2014-07-20,624.4328200184441
2014-07-21,621.0155042318038
2014-07-22,622.6502424891962
2014-07-23,620.8981775766285
